Username_ID,Caption,Comments,Comments_Text,Hashtags_Caption,Likes,Location,Mentions_Caption,Username,Named Entities,Tokenized Entities,lat,lon,Name,Short Name,Country,Postal Code,Administrative Level 1,Administrative Level 1 Short
33408464944,"Mandala del jardín, gracias a la Familia Bañuelos Estrada por la confianza y atenciones mientras pintaba 😍

#mandaladesign #mandalapintura #mandala #pintura #mural #kikagr",5,"['This is lovelyy😍😍💜💜', 'Lindo hermoso felicidades amiga 👌', '🙌']","['mandaladesign', 'mandalapintura', 'mandala', 'pintura', 'mural', 'kikagr']",5,nan,[],kika.gr,[],[],None,None,None,None,None,None,None,None
5874071420,"Tenía varios días con esta idea en la cabeza y hoy inspirado por el master @threz_ y una excelente gráfica que publico temprano inspirada en el café ☕️ me animé a agarrar las latas de nuevo para reinterpretar su obra y aplicar el excelente estado mental “mejor hecho que perfecto” 🙌🏼 todo esto como parte conceptual del nuevo local que pronto abrirá @tumozartcafe en Flor de Patria 💐 mi amor por el arte sigue intacto 💖.

#graffiti #streetart #coffeelover #barista #mural #cafe #coffee",5,"['Hiper brutal 🔥🔥', '🔥 ☕️ 🔥', '🤘']","['graffiti', 'streetart', 'coffeelover', 'barista', 'mural', 'cafe', 'coffee']",13,"PostLocation(id=593683184045535, name='Flor de Patria', slug='flor-de-patria', has_public_page=True, lat=9.4624157, lng=-70.4694793)","['threz_', 'tumozartcafe']",joseruza,['Patria'],[Patria],42.3181847,-72.6306857,L2,L2,United States,01060,Massachusetts,MA
45395354670,Original Swingles .. 🤣- Swing - adagp2021 - #swing #forain #swingforain #swingpainter #swingalyon #lyon #mct #v13 #wbc #weedandbeer #graffiti #graffitiart #montanacans #photooftheday #bombing #painting #spraypaint #spraycanart #punk #hiphop #paintforlife #greenlife #oldschoolgraffiti  #graffitiworld #walls #muralart #loveletters #adagp2021 #bahoocopyright,5,"['🔥🔥🔥', '🔥🔥❤️❤️😂😂', 'Moustache😂🔥']","['swing', 'forain', 'swingforain', 'swingpainter', 'swingalyon', 'lyon', 'mct', 'v13', 'wbc', 'weedandbeer', 'graffiti', 'graffitiart', 'montanacans', 'photooftheday', 'bombing', 'painting', 'spraypaint', 'spraycanart', 'punk', 'hiphop', 'paintforlife', 'greenlife', 'oldschoolgraffiti', 'graffitiworld', 'walls', 'muralart', 'loveletters', 'adagp2021', 'bahoocopyright']",16,nan,[],forain_swing,[],[],None,None,None,None,None,None,None,None
1237268185,".
eu tive medo qdo decidi viver da minha arte 

bateu insegurança, o medo de fracassar em mais um coisa... 
(pois eu já havia tentado outros negócios próprios que foram por água abaixo) 

mas dessa vez eu fiz algo diferente.... mudei a maneira de pensar, a maneira de enxergar as coisas..

e principalmente, sentir que sou capaz e que sou merecedora 

e essa foi a principal mudança, a mudança interior, e a partir dali, eu podia ser qualquer coisa. 

.
.
.
.
#mudançadepensamento #poderdamente #mudançainterior #pensamentopositivo #fisicaquantica #pensamentos 
#muralart #acrilic #acrilicart #acrilicafluida #wallart #pinturaemparede #parededecorada #arte #mural #arquiteta #artista #alinetunin",4,"['Estou me aprimorando para também viver de arte... Medo a gente sempre vai ter, mas acho que isso nos instiga ainda mais... Estou esperando uma oportunidade de alguém comprar a minha ideia e poder expressar a minha arte! Parabéns pelos seus trabalhos...👏🏽👏🏽👏🏽', '✨', 'Sou fã do seu trabalho!!!!! 👏👏👏', '@yanesaara MANO EU ACHEI Q ERA VC N A REFORMA KKKKKK']","['mudançadepensamento', 'poderdamente', 'mudançainterior', 'pensamentopositivo', 'fisicaquantica', 'pensamentos', 'muralart', 'acrilic', 'acrilicart', 'acrilicafluida', 'wallart', 'pinturaemparede', 'parededecorada', 'arte', 'mural', 'arquiteta', 'artista', 'alinetunin']",43,nan,[],alinetunin.art,[],[],None,None,None,None,None,None,None,None
657769756,"Sick day at tg with @3loosh_al1 

#scooter #scootering #rail #skatepark #outsetselect #street #tricks #stunts #tiltlife #urbanart #addictscootering",4,"['Getting so good🔥🔥', 'Dude this is insane']","['scooter', 'scootering', 'rail', 'skatepark', 'outsetselect', 'street', 'tricks', 'stunts', 'tiltlife', 'urbanart', 'addictscootering']",5,nan,['3loosh_al1'],harv_skates,[],[],None,None,None,None,None,None,None,None
3048474113,"Mural ""hojas y flores""
En esta ocasión, me han dado la libertad para poder hacer este mural con detalles florales, en el que he disfrutado muchísimo y estoy súper agradecido.
La gran cantidad de luz y las dimensiones de este salón, son ideales para este tipo de diseños.
Personalmente estoy muy satisfecho con el resultado, se ha realizado con pintura acrílica mate para las hojas.
Y rotulador negro para las flores.
@poscaoficial
@inmika_rg
@inmikarg
#poscamarkers
#mural",4,"['Q locuraa Nandooooo 👏👏👏👏', 'Que cabron este me encanta muchisimo', 'Te lo voy a plagiar algun dia.', '❤️🔥']","['poscamarkers', 'mural']",10,nan,"['poscaoficial', 'inmika_rg', 'inmikarg']",nando.streetart,[],[],None,None,None,None,None,None,None,None
9695529375,"Happy Friday! 
Just wanted to let you know, you make my day better. Thanks for being here 💛
Mural commissioned for an amazing human. 

⁣
.⁣
.⁣
.⁣
.⁣
.⁣
#arteverywhere #muralartist #homedecor #muralist #murals #muralsofinstagram #muralart #californiaartist #ladieswhopaint #muralpainting #muralsdaily #muralartstyle #wallmuralart #youmaketodaybetter #inspirationalart #sonomacountymural #artistsofsonomacounty #ladieswhodesign #wearemakingmagic #womenoftype #womenofcreation #creativeasswomen #behrpaint",4,"['Omg it turned out amazing!!!! 😍', 'Omggggg!! Obsessed! I’m going to have to remember to visit this when I visit my friends and family eventually!']","['arteverywhere', 'muralartist', 'homedecor', 'muralist', 'murals', 'muralsofinstagram', 'muralart', 'californiaartist', 'ladieswhopaint', 'muralpainting', 'muralsdaily', 'muralartstyle', 'wallmuralart', 'youmaketodaybetter', 'inspirationalart', 'sonomacountymural', 'artistsofsonomacounty', 'ladieswhodesign', 'wearemakingmagic', 'womenoftype', 'womenofcreation', 'creativeasswomen', 'behrpaint']",11,"PostLocation(id=242363675, name='Sonoma County, CA', slug='sonoma-county-ca', has_public_page=True, lat=38.5099604412, lng=-122.8058193567)",[],oliveandaugustdesigns,"['County', 'CA']","[County, CA]",36.778261,-119.4179324,California,CA,United States,None,California,CA
206870484,"Artist Stefanie Heinze
.
Via capitainpetzel
.
.
.
.
.
#art4interiors_nyc #emergingartists
#stefanieheinze 
#capitainpetzel
#picoftheday 
#abstractpainters
#newpaintings 
#instagood
#artistsofinstagram
#famousart
#oilpaintings 
#artlover
#love
#instagood
#contemporaryart
#abstractmag
#modernartists
#modernart
#bigart
#popart
#fineart
#streetart
#germanartists",4,['Love her!!'],"['art4interiors_nyc', 'emergingartists', 'stefanieheinze', 'capitainpetzel', 'picoftheday', 'abstractpainters', 'newpaintings', 'instagood', 'artistsofinstagram', 'famousart', 'oilpaintings', 'artlover', 'love', 'instagood', 'contemporaryart', 'abstractmag', 'modernartists', 'modernart', 'bigart', 'popart', 'fineart', 'streetart', 'germanartists']",26,nan,[],art4interiors_nyc,[],[],None,None,None,None,None,None,None,None
39570389197,Flashy flashback: tugboat Hackensack docks at a Hudson River pier. She wears psychedelic stickers as part of the Portraits of Hope public art project.,4,"['#publicart #urbanart #streetartphoto #streetartlovers #streetarteverywhere #streetartphotography #nyc_explorers #igersofnyc #nycphotography', '#coloursplash #raw_colours #blacknwhite #bnw_society #bnwlovers #colorsplash  #bnw_mood #monochromatic', 'Really beautiful 🌈😍', 'Beautiful!🔝🔝🔝 💙💚💛🧡❤️💜👏🏻']",[],22,"PostLocation(id=20188833, name='Manhattan, New York', slug='manhattan-new-york', has_public_page=True, lat=40.7779, lng=-73.9675)",[],eioninnyc,"['New', 'York']","[New, York]",40.7127753,-74.0059728,New York,New York,United States,None,New York,NY
5337836121,"“To me, beauty and makeup and color is like the finishing touch on everything.” 
~ Marc Jacobs

#ootd #ootdhijab #ootdfashion #justforfun #happy #myhappiness #colorful #kalerpul #popartstyle #mural #muralart #palembang #colorfuloutfit",4,"['😍😍', 'Bibir dikulum ngunyah samyang..assalamualaikum ayuk sayaaaangg😚😚😚 ihhh cantik niaaaaaan sukai sukaiiii langsengnyooo🤤😍😍😍']","['ootd', 'ootdhijab', 'ootdfashion', 'justforfun', 'happy', 'myhappiness', 'colorful', 'kalerpul', 'popartstyle', 'mural', 'muralart', 'palembang', 'colorfuloutfit']",6,nan,[],rumahkalerpul_unie,[],[],None,None,None,None,None,None,None,None
322932983,"I’ve been a little quiet here lately- the truth is I’ve been deep in development of a new curriculum for @antiochseattle called “The Thriving Artist- (sell your art, not your soul).” 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
This 10 week course is the synthesis of everything I’ve learned in the 15+ years of doing art professionally. We talk money, presentation, websites, galleries and so much more.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
This is the course I wish I could have taken when I was just starting out, and I’m SO EXCITED to share it with my students starting next week. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Right now it’s only available through Antioch University, but guess what? I’ll be releasing it to the public as an online option later this year! (Omg. Cats out the bag. 🐈 )
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Now is the time for us all to step into our creative power and gifts, as I truly believe artists can change the world.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
A big part of that ⬆️ is figuring out how to make money doing this. That’s what I want to help you with. I’ll be talking more about the upcoming course here on IG in the next few months, but the best way to make sure you don’t miss registration?
⬇️⬇️⬇️
Sign up for my email list (link in bio). 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
I’ll send you some nice freebies right away and then leave you alone until I’ve got something time sensitive to share.😂
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Stay tuned!
Xo
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#gabrielleabbott #murals #seattlemuralist #seattle artist #ladymuralist #mural #muralart #streetart #muralartist #femalemuralist #art #artist #workinprogress #creativeprocess #theartistsway #creativepractice #perfectionist #design #designer #draft #creativity #creation #artstudio",4,"['Yesss!!! I am taking it dron the LA campus, so stoked ❤️', 'Sounds great Gabrielle!', 'Yesss love this!!']","['gabrielleabbott', 'murals', 'seattlemuralist', 'seattle', 'ladymuralist', 'mural', 'muralart', 'streetart', 'muralartist', 'femalemuralist', 'art', 'artist', 'workinprogress', 'creativeprocess', 'theartistsway', 'creativepractice', 'perfectionist', 'design', 'designer', 'draft', 'creativity', 'creation', 'artstudio']",20,nan,['antiochseattle'],gabrielleabbott,[],[],None,None,None,None,None,None,None,None
267743797,"Oláa Abril! Seja bem vindo ✨ Que com ele venha muito trabalho, pessoas especiais e esperança de um futuro melhor! 

• AGENDA ABERTA • Vem garantir o seu mural e deixar a sua casa, comércio ou consultório do jeito que você sonhou! ✨ 

Orçamento de Murais pelo link na minha bio 😍

#art #pinturaacrilica #arte #pinturaamao #muralismo #mural #decoration #wallart #muralart #painting #paint #artwork #acrylicpainting #interiordesign #designdeinteriores 
#unipaint 
#botanicalpainting #botanicpaint #tintassuvinil #flowerpainting #muralpainting #floralartist #floralart",4,"['Promote it❤  @virtuoso.ig', 'Amazing dm ❤ @virtuoso.ig', 'So beautiful ❤️', 'Ai ta lindo demaisss']","['art', 'pinturaacrilica', 'arte', 'pinturaamao', 'muralismo', 'mural', 'decoration', 'wallart', 'muralart', 'painting', 'paint', 'artwork', 'acrylicpainting', 'interiordesign', 'designdeinteriores', 'unipaint', 'botanicalpainting', 'botanicpaint', 'tintassuvinil', 'flowerpainting', 'muralpainting', 'floralartist', 'floralart']",33,nan,[],ink.cami,[],[],None,None,None,None,None,None,None,None
47112674217,"‘You can / Do it’ - Side A and Side B (Remix) 💿
.
4 walls of the 8 that were recently painted for @factoryonwillow in Manchester, NH.
.
Massive thank you to @davehady for the hospitality a d help with this one. Also, couldn’t have made it happen in the clutch without the team - @rachelgloriaia @leonardodevinci @_thinblizzy and @will_sears 🙏🏾🙏🏾🙏🏾",4,"['Yes yes yessss so good!', '#mural #art #muralart #contemporaryart #painting #murals #paint #spraypaint #love #maineartist #gems #geometricart', 'Dude... I seriously got to pick your brain on how you even ENVISION these!!!🙌🙌🙌🔥', '🔥🔥🔥', '🙌😍', '🔥🔥🔥', 'Lovely!', 'ill']",[],48,"PostLocation(id=218419116, name='Manchester, New Hampshire', slug='manchester-new-hampshire', has_public_page=True, lat=42.9863, lng=-71.4516)","['factoryonwillow', 'davehady', 'rachelgloriaia', 'leonardodevinci', '_thinblizzy', 'will_sears']",ryanwritesonthings,"['New', 'Hampshire']","[New, Hampshire]",43.1938516,-71.5723953,New Hampshire,NH,United States,None,New Hampshire,NH
4516935421,"Jueves santo como yo.
.
.
.
.
.
 #graffiti #streetart #poland #art #urbanart #mural #graffitiart #warsaw #polska #street #wall #streetphotography #photography #city #warszawa #instagood #photooftheday #wallart #urban #krakow #travel #artwork #painting #love #streetarteverywhere #polishgirl #artist #graffitiporn #lodz #streetstyle",4,"['Tremendo!!!!', 'Sos un crack hermano🔥🔥']","['graffiti', 'streetart', 'poland', 'art', 'urbanart', 'mural', 'graffitiart', 'warsaw', 'polska', 'street', 'wall', 'streetphotography', 'photography', 'city', 'warszawa', 'instagood', 'photooftheday', 'wallart', 'urban', 'krakow', 'travel', 'artwork', 'painting', 'love', 'streetarteverywhere', 'polishgirl', 'artist', 'graffitiporn', 'lodz', 'streetstyle']",21,nan,[],erickcrzz,[],[],None,None,None,None,None,None,None,None
1637862570,"#Repost @art_urbain_roubaix with @make_repost
・・・
Dép'art Urbain, un nouveau parcours d'art Urbain situé dans les coursives du parking Gare à Roubaix.
20 artistes invités, 20 oeuvres réalisées dans les 20 prochaines semaine (jusqu'au festival Expériences Urbaines XU).
C'est @jefaerosol qui ouvre le bal !
.
À la semaine prochaine pour la suite 😉
.
Un projet @iloverbx , @roubaix.fr et @ville_renouvelee .
.
 #urbanart #painting #streetleaks #wallart #urbanvibes #instagraffiti #urban #urbanart #urbanstyle #roubaix #lille #lillemaville #sprayart #ateliersremyco #aerosolart #madeinroubaix #iloveroubaix #hellolille #streetartist #villerenouvelee 
#streetart #streetartroubaix #streetartlille #streetartparis #globalstreetart #streetarteverywhere #streetartwork #streetart #dep'arturbain #departurbain",3,"['Amazing dm ❤ @virtuoso.ig', '👏😉', 'Vous me bluffez a chacune de vos œuvres 👏👏👏']","['repost', 'urbanart', 'painting', 'streetleaks', 'wallart', 'urbanvibes', 'instagraffiti', 'urban', 'urbanart', 'urbanstyle', 'roubaix', 'lille', 'lillemaville', 'sprayart', 'ateliersremyco', 'aerosolart', 'madeinroubaix', 'iloveroubaix', 'hellolille', 'streetartist', 'villerenouvelee', 'streetart', 'streetartroubaix', 'streetartlille', 'streetartparis', 'globalstreetart', 'streetarteverywhere', 'streetartwork', 'streetart', 'dep', 'departurbain']",28,"PostLocation(id=235500712, name='Roubaix, France', slug='roubaix-france', has_public_page=True, lat=50.6914299, lng=3.17319)","['art_urbain_roubaix', 'make_repost', 'jefaerosol', 'iloverbx', 'roubaix.fr', 'ville_renouvelee']",jefaerosol,['France'],[France],46.227638,2.213749,France,FR,France,None,None,None
38268944094,Continuation of @sunwolfpack’s floral mural part 3!!!!😍,3,"['🏷', 'So beautiful!! 🙌', '👏👏👏']",[],7,"PostLocation(id=212999109, name='Los Angeles, California', slug='los-angeles-california', has_public_page=True, lat=34.0564, lng=-118.2445)",['sunwolfpack'],muralsbydanielle,"['Angeles', 'California']","[Angeles, California]",34.0522342,-118.2436849,Los Angeles,Los Angeles,United States,None,California,CA
