,Caption,Comments,Likes,URL,Object_Num,Label_0,Label_1,Label_2,Engagement,lat,lon,Short Name,Country,tagged_users
233,"@artez_online wall in La Bañeza, Spain 🇪🇸(2019)⠀
•⠀
#artezonline #urbanart #streetart #painting #labañeza #spain",10.0,1774.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69888211_405198006766921_4878667157448227580_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=INeFUIOpDLQAX_L1NR2&ccb=7-4&oh=904ff086e45deaed64693ef496a6131c&oe=60889F37&_nc_sid=30a2ef&ig_cache_key=MjE0NDM1NTkyNjg3OTAyNzgyOQ%3D%3D.2-ccb7-4,7.0,Wood, Sky, Paint,17740.0,42.2909973,-5.9092753999999985,La Bañeza,Spain,@lidia.cao
234,"@sophie.photographe wall in Grenoble, France 🇫🇷(2019)⠀
•⠀
#sophiephotographe #urbanart #streetart #painting #grenoble #france",67.0,7258.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69730000_2480928171973213_5508453823667217270_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=OQ_g8vlGOAUAX-cRBi1&ccb=7-4&oh=8cc54133ccfb1808cf070877341ae521&oe=60893027&_nc_sid=30a2ef&ig_cache_key=MjE0Mzg3MDI2MDYwOTA0MDA5Mg%3D%3D.2-ccb7-4,2.0,Eye, Carnivore, Window,486286.0,45.19442921496251,5.729185113251907,Grenoble,France,@luisgomezdeteran
235,"@napoletanoart wall in Charlotte, North Carolina, USA 🇺🇸(2019)⠀
•⠀
#napoletanoart #urbanart #streetart #painting #charlotte #northcarolina",32.0,3086.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/71131145_774330553037053_3549624581930873113_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=ugihCzgH3kkAX_W33r4&ccb=7-4&oh=b4600887b05ac32de15b3b223b8460e2&oe=608BFF3A&_nc_sid=30a2ef&ig_cache_key=MjE0Mzc0NzM0Mjc5NzQwNjQ4OQ%3D%3D.2-ccb7-4,2.0,Wood, Art, Paint,98752.0,35.22529793141642,-80.83493231688239,Charlotte,United States,no mention
236,"@udatxo wall in Oviedo, Spain 🇪🇸(2019)⠀
•⠀
#udatxo #urbanart #streetart #painting #oviedo  #spain",19.0,4631.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/70352525_930741447281502_7036464339366225423_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=iwsadg5QiasAX9pbfQC&ccb=7-4&oh=6f07565f5dbedf64249f930d527cdc14&oe=6089FAF4&_nc_sid=30a2ef&ig_cache_key=MjE0MzY2MTY0MzU1MzU1OTc1MA%3D%3D.2-ccb7-4,4.0,Building, Window, Sky,87989.0,43.361914500000005,-5.8493887,Oviedo,Spain,@artez_online
237,"@nilsrva wall in Richmond, Virginia, USA 🇺🇸(2019)⠀
•⠀
#nilsrva #urbanart #streetart #painting #richmond  #virginia",10.0,2138.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69709584_437618040437500_1154346128905001613_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=C6fUoAqY5SIAX9lzgDG&ccb=7-4&oh=2a4ca02cec3fff20fbe50c90712e4a1b&oe=608B3570&_nc_sid=30a2ef&ig_cache_key=MjE0MzEwNzEwNTEzNDA3ODU2NQ%3D%3D.2-ccb7-4,3.0,Sky, Bird, Cloud,21380.0,37.52018839999999,-77.45117669999998,Wall St,United States,@sophie.photographe
238,"@escif installation in Valencia, Spain 🇪🇸(2019)⠀
•⠀
#escif #urbanart #streetart #painting #valencia  #spain",15.0,1711.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/70694167_133941011232943_975222128386650254_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=7kN0rNfmDqIAX8PTl7A&ccb=7-4&oh=32caae9473cfb3181888cd64a243f0e6&oe=60898752&_nc_sid=86f79a,5.0,Car, Building, Sky,25665.0,39.4699075,-0.37628809999999996,Valencia,Spain,@napoletanoart
239,"@bozik_art wall in Almetyevsk, Tatarstan, Russia 🇷🇺(2019)⠀
•⠀
#bozikart #urbanart #streetart #painting #tatarstan  #russia",16.0,3281.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69654774_371495610453623_2538911598218540929_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=yL8mRKg2j-4AX9EF3r9&ccb=7-4&oh=aa9c5fe63df9c0dac3ce8ee5bda8c7dc&oe=6089C068&_nc_sid=30a2ef&ig_cache_key=MjE0MTU3ODAzOTQxNTQ1MzA3NA%3D%3D.2-ccb7-4,3.0,Sky, Building, Water,52496.0,54.9013725,52.2969552,Almetyevsk,Russia,@udatxo
240,"@benjaminshinestudio installation in Arizona, USA 🇺🇸 (2019)⠀
•⠀
#benjaminshinestudio #urbanart #streetart #painting #arizona #usa",27.0,3574.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69535939_2472574092979600_97078358931951661_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=6eugghfmBYIAX_43WqY&ccb=7-4&oh=166003fe0a62e33cac07cd4b35943db1&oe=6088B172&_nc_sid=30a2ef&ig_cache_key=MjE0MTM1ODAzMTA0OTUwOTA4Mw%3D%3D.2-ccb7-4,1.0,Cloud, Sky, Blue,96498.0,34.048928100000005,-111.0937311,AZ,United States,@nilsrva
241,"@mr.super_a wall in Rotterdam, The Netherlands 🇳🇱(2019)⠀
•⠀
#mrsupera #urbanart #streetart #painting #rotterdam  #netherlands",53.0,4866.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/70305774_915358575512946_3915063788201255967_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Gp_wBmwvirEAX_V-gYT&ccb=7-4&oh=edd1fb8c786c5c9986db31fbd65fcdf1&oe=608BB5B1&_nc_sid=30a2ef&ig_cache_key=MjE0MDg3NjQyMDU0NTU0MzgzOQ%3D%3D.2-ccb7-4,5.0,Building, Window, Graffiti,257898.0,51.9293845082203,4.48664342311132,Rotterdam,Netherlands,@escif
242,"@pezbarcelona & @chicadania wall in Moscow, Russia 🇷🇺(2019)⠀
•⠀
#pezbarcelona #chicadania #urbanart #streetart #painting #moscow #russia",6.0,2070.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/71039885_528499814582383_1471329910761873052_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=bWe2Kf2csAsAX_RN7KZ&ccb=7-4&oh=953ede08cbf0934a14f85e678bf0792f&oe=6089CCF6&_nc_sid=30a2ef&ig_cache_key=MjE0MDc1NDExNDMwNTMzNTM1Mw%3D%3D.2-ccb7-4,2.0,Sky, Cloud, Building,12420.0,55.755826,37.6172999,Moscow,Russia,@bozik_art
243,"@studiobenedetto installation in Calais, France 🇫🇷(2019)⠀
•⠀
#studiobenedetto #urbanart #streetart #painting #calais #france",102.0,13486.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69468661_169150834231458_2439509433274269830_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=uoIl7PogmOEAX_-Nq3h&ccb=7-4&oh=af7201c37a14611dfeeaca783c1497c1&oe=608B31DD&_nc_sid=30a2ef&ig_cache_key=MjE0MDYwMjA1MzY0NzY0Nzk5MA%3D%3D.2-ccb7-4,2.0,Hood, Tire, Motor vehicle,1375572.0,50.95129000000001,1.858686,Calais,France,@benjaminshinestudio
244,"@eron_artist wall in Bologna, Italy 🇮🇹(2019)⠀
•⠀
#eron #urbanart #streetart #painting #bologna #italy",15.0,1863.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69316453_810401859392351_4541159815107483072_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=WsGXDxBgp3AAX_4xJEV&ccb=7-4&oh=e3e986868c9c67acfff0bf0dc062551c&oe=608A1CC4&_nc_sid=30a2ef&ig_cache_key=MjEzOTE5MDc2MzI4MDUyMjY5Mw%3D%3D.2-ccb7-4,5.0,Black, Wood, Architecture,27945.0,44.494887,11.3426162,Bologna,Italy,@mr.super_a
245,"@mr_aryz wall in Berlin, Germany 🇩🇪(2019)⠀
•⠀
#mraryz #urbanart #streetart #painting #berlin #germany",6.0,1723.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/70509687_940525246279871_6558283514738633096_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=5orh9RS47_wAX_YJG_r&ccb=7-4&oh=6344968ba142c205852f2221f6d589b3&oe=608AEE69&_nc_sid=30a2ef&ig_cache_key=MjEzODc4MDEwMzI5NTkxMzYwMg%3D%3D.2-ccb7-4,3.0,Plant, Art, Painting,10338.0,52.52717376640178,13.410619674012711,Berlin,Germany,@chicadania
246,"@pichiavo wall in Fontaine, France 🇫🇷 (2019)⠀
•⠀
#pichiavo #urbanart #streetart #painting #fontaine #france",41.0,5827.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69341751_748705095568330_5195562977943379067_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=OD2KOjsFin8AX_9uAX9&ccb=7-4&oh=1d7d6deb7e622e8e5c603a38ba6b00a0&oe=608AA291&_nc_sid=30a2ef&ig_cache_key=MjEzODY4Nzk5OTg4NjcyOTU3MQ%3D%3D.2-ccb7-4,2.0,Sky, Daytime, Paint,238907.0,45.1852836,5.680565799999999,9,France,@studiobenedetto
247,"@sainer_etam & @sebasvelasco wall in Pólczno, Poland 🇵🇱(2019)⠀
•⠀
#saineretam #sebasvelasco #urbanart #streetart #painting #polczno #poland",1.0,1714.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/70190395_150194392866705_4644895104015295643_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=n9Ts-IDA_AwAX-A0FyD&ccb=7-4&oh=472ae4e90533605c36082eb860507c17&oe=60897F77&_nc_sid=30a2ef&ig_cache_key=MjEzODM4NDk0NTI1Nzc4NTMyMg%3D%3D.2-ccb7-4,1.0,Sky, Plant, Motor vehicle,1714.0,54.15140539999999,17.6389746,Półczno,Poland,@eron_artist
248,"@levalet.art wall in Paris, France 🇫🇷 (2014)⠀
•⠀
#levalet #urbanart #streetart #painting #paris #france",10.0,3663.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69583337_2944010082491384_4678844172181346310_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=zJVT0zKVPqwAX9friPE&ccb=7-4&oh=a18482692f52825004255bf63df56da4&oe=608BF08B&_nc_sid=30a2ef&ig_cache_key=MjEzNzg2NjA5OTM2NzMxNjk2MA%3D%3D.2-ccb7-4,5.0,Graffiti, Art, Paint,36630.0,48.862745660798225,2.3613719970892397,Paris,France,@mr_aryz
249,"#CorneliaKonrads installation in Domain du Chaumont-sur-Loire, France 🇫🇷(2012)⠀
•⠀
#corneliakonrads #urbanart #streetart #painting #domainduchaumont #france",49.0,7778.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69179458_2464930213753441_3994997190495361297_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=INaGWwjG4usAX-P-OkD&ccb=7-4&oh=c59c34828e5431042ffda309c40a7fe5&oe=608B5409&_nc_sid=30a2ef&ig_cache_key=MjEzNzcxMzUzMDgwNDEyOTY1Mw%3D%3D.2-ccb7-4,0.0,Plant, Plant community, Ecoregion,381122.0,47.476619899999996,1.1820713,International Gardens Festival Of Chaumont-sur-Loire,France,@pichiavo
250,"@vile_graffiti wall in Vila Franca de Xira, Portugal 🇵🇹(2019)⠀
•⠀
#vile #urbanart #streetart #painting #vilafrancadexira #portugal",67.0,6629.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/68879359_124277442283231_2595894330965567553_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=FapU0e1DxVYAX9Andwe&ccb=7-4&oh=f8c5f14d36c2296af1ed971e44b9bee8&oe=60897362&_nc_sid=30a2ef&ig_cache_key=MjEzNTIyNzEzMjMwMTgzMzc4OA%3D%3D.2-ccb7-4,1.0,Wood, Concrete, Event,444143.0,38.9549771,-8.9889589,Vila Franca de Xira,Portugal,@sebasvelasco
251,"@ronmuralist wall in Moscow, Russia 🇷🇺(2019)⠀
•⠀
#ronmuralist #urbanart #streetart #painting #moscow #russia",58.0,6548.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/67513988_2246302735480192_5928952373687620019_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=nBiKbGfnrv8AX_-sZNH&ccb=7-4&oh=3dca130e77a451ef2d243645115f3e41&oe=60892A5E&_nc_sid=30a2ef&ig_cache_key=MjEzNDgyMTQ2NTQ1MTgzMDUyMg%3D%3D.2-ccb7-4,3.0,Sky, Leg, Building,379784.0,55.757595361991704,37.619707326971564,Moscow,Russia,@levalet.art
252,"@okudart wall in Mannheim, Germany 🇩🇪(2019)⠀
•⠀
#okudart #urbanart #streetart #painting #mannheim #germany",8.0,2258.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/70122138_512442366237033_7876614750113350386_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=495BihmbYxUAX_8Lh8N&ccb=7-4&oh=4f461fcfa5693518e21ef2e5566e0e51&oe=60893341&_nc_sid=30a2ef&ig_cache_key=MjEzNDgyMTQ2NTg2MjczMzI5NQ%3D%3D.2-ccb7-4,1.0,Cloud, Sky, Daytime,18064.0,49.482490868280074,8.471234580129687,MA,Germany,no mention
253,"@a_ydar wall in London, United Kingdom 🇬🇧(2019)⠀
•⠀
#aydar #urbanart #streetart #painting #london #uk",65.0,7705.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69643977_102378781094035_4220442025086586028_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=xGAP6dClkdoAX9nXOuy&ccb=7-4&oh=333ecb56caeb2ff36d5311dbfde34630&oe=6089E701&_nc_sid=30a2ef&ig_cache_key=MjEzMjI4NzgzOTUwNTc1OTAwNQ%3D%3D.2-ccb7-4,2.0,Head, Brick, Brickwork,500825.0,51.51196237931083,-0.12668400574013966,London,United Kingdom,@vile_graffiti
254,"@fanakapan wall in São Paulo, Brazil 🇧🇷(2019)⠀
•⠀
#fanakapan #urbanart #streetart #painting #saopaulo #brasil",41.0,7162.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69541683_670015253520689_128031052735187535_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=3pG5ymepgo8AX9cuMK7&ccb=7-4&oh=5547555af37da18b5e8c7f747d31524c&oe=608A892A&_nc_sid=30a2ef&ig_cache_key=MjEzMTE4Mzk4ODk2MjgwMzY2NQ%3D%3D.2-ccb7-4,4.0,World, Orange, Architecture,293642.0,-23.54219374933669,-46.63054832236705,São Paulo,Brazil,@ronmuralist
255,"@nunovviegas wall in Stavanger, Norway 🇳🇴(2019)⠀
•⠀
#nunnovviegas #urbanart #streetart #painting #stavanger #norway",32.0,4101.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/67951150_2311453945785255_776592921367322991_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=HZCIC82hx00AX_Or8LB&ccb=7-4&oh=4051c8570f1a8c8ccc9724e5902bb0b7&oe=6089370E&_nc_sid=30a2ef&ig_cache_key=MjEzMDU1NzM2MzUxMDMyNjAyMg%3D%3D.2-ccb7-4,2.0,Cloud, Plant, Helmet,131232.0,58.969975600000005,5.7331074,Stavanger,Norway,@okudart
256,"@alegriadelprado wall in Galicia, Spain 🇪🇸 (2019)⠀
•⠀
#alegriadelprado #urbanart #streetart #painting #galicia #spain",9.0,1757.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/71109228_394713724571569_8547069826535580338_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=JgXbEAXsHn8AX-T2tDi&ccb=7-4&oh=b65f13416e71b9951a016536c4cc9f43&oe=608963C2&_nc_sid=30a2ef&ig_cache_key=MjEzMDAxNzM1ODQyOTgyNzE4OA%3D%3D.2-ccb7-4,4.0,Sky, Plant, Art,15813.0,42.575055400000004,-8.133855800000001,GA,Spain,@a_ydar
257,"@a_r_d_i_f wall in Le Locle, Switzerland 🇨🇭 (2019)⠀
•⠀
#ardif #urbanart #streetart #painting #lelocle #switzerland",20.0,3684.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69375211_656483091516383_4954640467270918699_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=jI4Pf7uP4VoAX_Lh4YJ&ccb=7-4&oh=02144dd684654ec5777bfefbfeb87536&oe=608BCD84&_nc_sid=30a2ef&ig_cache_key=MjEyOTcxMzI5NzMzNTk3NTI5MA%3D%3D.2-ccb7-4,3.0,Bird, Window, Font,73680.0,47.0577195,6.748735400000001,Le Locle,Switzerland,@fanakapan
258,"@destrakkehand wall in Utrecht, The Netherlands 🇳🇱 (2019)⠀
•⠀
#destrakkehand #urbanart #streetart #painting #utrecht #netherlands",18.0,2511.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/68957632_127459241914452_6985778811120792693_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=d_WiFKagte4AX_tFSsq&ccb=7-4&oh=c241b60c1b41aedd9720b36d2cfeded3&oe=6088A184&_nc_sid=30a2ef&ig_cache_key=MjEyOTM3MDA5MjU4MTEyMTc3NA%3D%3D.2-ccb7-4,2.0,Sky, Plant, Hat,45198.0,52.084437247824155,5.112351969190888,Utrecht,Netherlands,@nunovviegas
259,"@pichiavo wall in Berlin, Germany 🇩🇪(2019)⠀
•⠀
#pichiavo #urbanart #streetart #painting #berlin #germany",34.0,5075.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/68731385_2343562119231322_1270396129408260170_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=tS2ION6y8vUAX-lyPwn&ccb=7-4&oh=09e06e797de9d2c54b201e75fd563a65&oe=6089D746&_nc_sid=30a2ef&ig_cache_key=MjEyOTI0ODI5NjkxMzU5ODE1OA%3D%3D.2-ccb7-4,3.0,Sky, Cloud, World,172550.0,52.50502239999999,13.4396952,3-100,Germany,@alegriadelprado
260,"@osgemeos wall in São Paulo, Brazil 🇧🇷(2019)⠀
•⠀
#osgemeos #urbanart #streetart #painting #saopaulo #brasil",21.0,3820.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/70211207_442220913305103_8455278477299964045_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=wYoj0JexfG0AX9DjUyc&ccb=7-4&oh=8463634d607d41aa0bec85daa0af9917&oe=60890124&_nc_sid=30a2ef&ig_cache_key=MjEyOTEyNjQzNTg0MDAzODkyNg%3D%3D.2-ccb7-4,3.0,Road surface, Door, Paint,80220.0,-23.548373430312928,-46.62768571526808,São Paulo,Brazil,@a_r_d_i_f
261,"@fintan_magee wall in Vancouver, Canada 🇨🇦(2019)⠀
•⠀
#fintanmagee #urbanart #streetart #painting #vancouver #canada",30.0,3745.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69283980_2056727474622589_7474804721673621023_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=0O-U7Paay0wAX_czkVJ&ccb=7-4&oh=58b9c24324854d8e4f1dcfaf222f89a4&oe=608BD39F&_nc_sid=30a2ef&ig_cache_key=MjEyNTM2NTE0Nzg1MDU2Mjk1NA%3D%3D.2-ccb7-4,1.0,Sky, Building, Window,112350.0,49.282729100000005,-123.1207375,Vancouver,Canada,@destrakkehand
262,"@case_maclaim wall in Milwaukee, Wisconsin, USA 🇺🇸(2019)⠀
•⠀
#casemaclaim #urbanart #streetart #painting #milwaukee #usa",14.0,2158.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69192932_410242219628337_1395309370576253897_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=rZ2uPLGNaKAAX-UqmYz&ccb=7-4&oh=244c4aebdc19ff9df389753b227d695f&oe=6089F084&_nc_sid=30a2ef&ig_cache_key=MjEyNDY2OTU2Njc1Njk5NDc3NA%3D%3D.2-ccb7-4,1.0,Sky, Building, Window,30212.0,43.0389025,-87.9064736,Milwaukee,United States,@pichiavo
263,"@mohamedlghacham wall in Figueiro Dos Vinhos, Portugal 🇵🇹(2019)⠀
•⠀
#mohamedlghacham #urbanart #streetart #painting #figueirodosvinhos #portugal",16.0,2148.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69018301_2407370376202018_4114947533723188467_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=6ZnU-9QpsfMAX_fTIZ2&ccb=7-4&oh=3eda0d9413dcb0b7c6432f96eec86976&oe=608A76E5&_nc_sid=30a2ef&ig_cache_key=MjEyNDEyMDk1NTIwNzg4OTI4OQ%3D%3D.2-ccb7-4,5.0,Cloud, Sky, Building,34368.0,39.9038348,-8.2735825,Figueiró Dos Vinhos,Portugal,@osgemeos
264,"@mantrarea wall in Indianapolis, Indiana, USA 🇺🇸(2019)⠀
•⠀
#mantrarea #urbanart #streetart #painting #indianapolis #usa",26.0,2860.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/67610325_439494746658896_1451257104946829174_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=aoSmnmsfj7UAX_wkyqj&ccb=7-4&oh=6c47e615410138a9a5b0265c6a230c88&oe=608AE945&_nc_sid=30a2ef&ig_cache_key=MjEyMzkyMjE0MTE5NzAzMzE2OQ%3D%3D.2-ccb7-4,7.0,Pollinator, Insect, Plant,74360.0,39.768403,-86.158068,Indianapolis,United States,@fintan_magee
265,"@thumbs1 wall in Worcester, Massachusetts, USA 🇺🇸(2019)⠀
•⠀
#thumbs1 #urbanart #streetart #painting #massachusetts #usa",16.0,3611.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/67503288_230061424565048_2023437699278992782_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=1yJuplHHf8gAX9AKGpH&ccb=7-4&oh=ac81837b31a80b7234ab760e76688e5e&oe=6089B370&_nc_sid=30a2ef&ig_cache_key=MjEyMzY1MzM2MTI0NjAwOTMyNw%3D%3D.2-ccb7-4,5.0,Window, Brick, Art,57776.0,42.25683790781069,-71.79300418190591,Worcester,United States,@case_maclaim
266,"@alexsenna wall in Moscow, Russia 🇷🇺(2019)⠀
•⠀
#alexsenna #urbanart #streetart #painting #moscow #russia",20.0,3957.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/69555240_479436815969668_3706776521609576772_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=_Vf7P-2QfN4AX9TNP3t&ccb=7-4&oh=bd1d1711aea7620a7747076cba34753d&oe=608910BB&_nc_sid=30a2ef&ig_cache_key=MjEyMzIwMzkxMzc4MTA1NTg2Nw%3D%3D.2-ccb7-4,2.0,Sky, Cloud, Building,79140.0,55.757939874320115,37.61399407921881,Moscow,Russia,@mohamedlghacham
267,"@banksy art installation in London, United Kingdom 🇬🇧 (2006)⠀
•⠀
#banksy #urbanart #streetart #painting #london #uk",32.0,7318.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/67762104_192064001810204_5948845757391259613_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=8M1qJ85Yc7MAX-pENI7&ccb=7-4&oh=63aa1e5bff83e2b5c179ba92b21e64cb&oe=608B9200&_nc_sid=30a2ef&ig_cache_key=MjEyMjQ4MDY1MzA0MDg2ODU5NQ%3D%3D.2-ccb7-4,0.0,Motor vehicle, Wood, Automotive exterior,234176.0,51.51649832971903,-0.12524092558297556,London,United Kingdom,@mantrarea
268,"@findac wall in London, United Kingdom 🇬🇧 (2019)⠀
•⠀
#findac #urbanart #streetart #painting #london #uk",24.0,4439.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/67147134_2381531008599386_1443867615380273660_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=-z0dIuA3JQUAX86FH0J&ccb=7-4&oh=64ed3b12acc0bdcea36eae46c46479bd&oe=60896C40&_nc_sid=30a2ef&ig_cache_key=MjEyMjA2OTUxMjAzNjY5ODg2OA%3D%3D.2-ccb7-4,4.0,Building, Sky, Window,106536.0,51.5096182669477,-0.13295186968368508,London,United Kingdom,@thumbs1
269,"@dourone wall in Ängleholm, Denmark 🇩🇰(2019)⠀
•⠀
#dourone #urbanart #streetart #painting #ängelholm #denmark",9.0,2334.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/70011319_117243316063182_3608602475824049283_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=6zLLsp0EljIAX88lhMY&ccb=7-4&oh=bbdf05fdae3d69a5d8b7ff0ebe746fd3&oe=608AFB57&_nc_sid=30a2ef&ig_cache_key=MjEyMTc2MzQwOTI2NDU1MjM1Mw%3D%3D.2-ccb7-4,1.0,Paint, Building, Graffiti,21006.0,56.245748,12.863880900000002,Ängelholm,Sweden,@alexsenna
270,"@farid_rueda wall in Moscow, Russia 🇷🇺(2019)⠀
•⠀
#faridrueda #urbanart #streetart #painting #moscow #russia",24.0,3986.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/67877498_464436097440981_4139037947616177634_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=nLfo-DEifzMAX8flmII&ccb=7-4&oh=c2e0c16447591184737dd4c246e1c78c&oe=608A8E04&_nc_sid=30a2ef&ig_cache_key=MjEyMTMzMTYyMjgzMDgxOTY4Nw%3D%3D.2-ccb7-4,3.0,Cloud, Sky, Car,95664.0,55.75419150364613,37.61944897500899,Moscow,Russia,@banksy
